CustomerId,PLACEMENT,AGE,TENURE,TARIFF,REV_1,REV_2,REV_3,REV_4,REV_5,REV_6,REV_T,MOU_TOT_1,MOU_TOT_2,MOU_TOT_3,MOU_TOT_4,MOU_TOT_5,MOU_TOT_6,NCLL_1,NCLL_2,NCLL_3,NCLL_4,NCLL_5,NCLL_6,CHURN
1,1,50,927,1,92.5,53,40.25,14.5,24.25,19,764.25,676.85,320.35,233.65,4,87.95,35.69,4,1,0,0,2,2,1
2,0,41,4257,2,11.75,17.75,28.5,25.75,22.79,20.52,232.06,40.13,40.98,52.78,30,61.05,33.2,10,6,6,6,4,7,0
3,1,56,274,1,67.5,54.75,19.5,79,85.75,78.25,1391,264.79,184.68,399.21,363.62,398.94,434.22,28,21,28,36,36,29,0
4,1,29,808,1,34.25,38,29.25,51.85,43.55,30.5,785.4,132.82,184.06,217.01,332.33,267.46,173.52,4,6,1,0,1,0,0
5,0,41,2921,1,15.75,28.25,14.25,50.84,24.74,23.25,436.83,29.88,12.62,6.23,152.6,46.25,48.57,4,3,0,10,9,5,1
6,1,25,1765,1,33,18.75,18,28.25,41.07,20,528.32,127.77,24.43,13.7,61.51,91.03,15.63,7,2,4,7,9,4,0
7,1,41,6407,2,9,9,9,9.5,12.63,9.04,152.42,7.03,3.18,3.1,3.75,14.33,1.4,1,0,0,0,2,1,0
8,0,45,3222,1,14.25,15.5,14.75,19.32,14.5,16.75,257.57,0,7.01,0.7,26.65,2.49,9.46,0,1,0,2,0,1,1
9,0,80,4937,1,14.25,20.25,24,43.09,33.25,34,491.59,47.65,80.28,83.03,141.72,89.62,86.5,2,2,3,7,3,7,1
10,1,38,79,1,14.25,14.25,14.25,16,14.25,14.25,44.25,0,0,0,0,0,0,0,0,0,0,0,0,1
11,1,29,1577,1,24.75,27.75,26,24.55,25.23,24.5,433.78,62.59,78.04,77.37,63.91,57.31,49.79,3,4,1,1,6,2,0
12,0,41,1228,1,14.25,18,17.25,25.84,19.3,25.25,401.64,7.72,49.92,28.88,44.92,31.88,49.68,2,8,12,9,2,12,1
13,1,28,2976,2,12.5,28,26.25,15,26.53,31.01,372.29,58.79,97.03,52.88,8.86,43.25,47.86,2,3,1,0,2,1,0
14,1,49,1786,1,40.5,46.5,36,38.39,35.72,32.5,746.36,303.21,233.85,171.9,230.08,165.1,173.3,7,10,8,4,2,6,0
15,1,50,1379,2,40.25,38,25.75,24.2,28.76,29.69,483.9,197.33,165.02,96.07,77.92,130.7,121.32,3,2,1,2,5,5,0
16,1,54,5195,2,9,13.5,16.25,14.45,18.3,21.59,199.84,25.8,71.44,66.07,27.66,58.66,89.83,0,0,0,0,0,0,0
17,1,43,4490,2,28.25,26,25,30,19.05,22.45,347,95.32,93.72,95.9,124.75,51.28,90.27,2,1,1,0,0,0,0
18,1,30,982,1,27.5,30.5,26.25,28.98,15.25,14.75,457.98,193.31,201.78,171.1,140.79,6.1,0,0,0,2,1,0,0,1
19,1,39,316,1,33,31,40.25,36.94,33.59,37.5,605.03,166.24,151.46,233.71,192.25,159.55,228.08,12,11,8,7,6,10,0
20,1,30,36,1,14.25,14.25,14.25,14.25,19.01,25.5,44.51,0,0,0,0,182.14,88.25,0,0,0,0,1,3,1
21,1,48,3668,2,9,22.75,21,32.15,20.08,19.35,275.33,44.09,81.31,67.64,118.57,56.01,45.82,3,5,5,5,2,5,0
22,1,37,2249,1,52.75,49.25,46.75,51.14,44.27,38.5,854.16,345.79,275.03,316.32,216.21,195.82,168.23,7,7,6,14,10,14,0
23,1,44,7540,1,14.75,31.5,30.5,24.3,33.07,25.75,464.12,22.43,145.71,140.33,74.31,158.46,120.92,0,0,0,2,1,0,0
24,1,54,6899,2,33.5,45,23,24.45,25.75,12.64,426.59,107.44,174.4,40.92,80.91,85.39,11.55,9,8,6,7,13,2,0
25,1,31,1864,1,19.75,14.25,14.25,14.25,14.25,14.25,531.75,9.5,0,0,0,0,0,0,0,0,0,0,0,1
26,1,29,2382,2,9.25,9,9,17,18.86,9.67,227.28,0,4.2,7.27,10.45,44.53,10.37,0,2,3,3,2,1,1
27,1,75,3899,2,21.5,14.5,20.75,19.05,21.75,16.33,244.63,98.33,56.42,71.64,53.77,52.21,46.09,6,4,4,2,5,4,0
28,1,65,1709,1,41.5,44.75,14.25,33.78,44.99,44,668.27,169.08,126.33,162.05,135.98,187.32,145.07,8,10,9,7,8,16,0
29,1,45,791,2,9,9,9,9.7,26.46,17.11,206.02,5.88,4.16,0,3.75,113.21,53.74,0,0,0,0,0,0,1
30,0,41,5940,2,9,9,9,12.05,12.55,11.83,163.18,11.73,20.4,0,24.22,24.18,17.3,0,1,0,2,1,2,0
31,1,51,122,2,9.5,14.25,9.25,14.3,15.22,21.49,225.76,64.52,42.93,35.87,24.88,43.61,71.58,1,0,0,1,2,0,0
32,1,49,4952,2,9,9,9,16.75,16,11.68,167.93,38.65,21.68,8.38,34.13,29.9,14.23,1,0,1,1,2,1,0
33,1,38,268,1,72.75,63.75,84.5,74.46,71.25,68.5,1237.96,486.12,412.55,614.78,503.99,506.52,515.62,4,5,2,4,6,2,0
34,1,47,4103,2,10.75,18.5,13,13.75,18.18,18.03,199.96,47.64,49.38,25.81,17.18,42.1,35.8,2,3,2,2,3,5,1
35,0,84,7767,2,9,9,9,15.35,15.81,17.29,169.2,28.37,27.57,19.02,32.33,28.42,29.33,3,3,3,3,3,2,0
36,1,36,2286,1,17.25,23.75,16,23.32,16,20.25,373.32,16.8,31.84,18.54,36.79,6.76,40.35,1,3,1,2,3,6,0
37,0,51,3892,2,9,9,9,11.05,26.52,21.16,281.23,29.57,49.08,32.6,21.38,122.57,96.58,0,0,0,0,1,0,0
38,1,84,6987,2,9.25,9.5,11,11.75,13.18,18.27,175.7,27.12,13.67,20.71,5.27,19.04,47.09,1,0,0,0,0,0,1
39,1,41,4755,2,14.5,29,30,32.37,18.76,25.1,278.98,81.45,114.74,130.36,140.77,59.85,99.76,2,1,3,1,0,4,1
40,1,55,1278,1,45.5,33.5,35.25,60.64,53.11,44,692.14,268.8,165.86,183.05,381.73,379.37,282.87,0,0,0,0,0,0,0
41,0,58,784,2,9,9,9,17.6,16,29.22,224.57,0.23,15.27,49.23,60.68,41.58,59.37,1,2,2,0,3,2,0
42,1,41,511,1,49.75,36.5,36.5,40.9,29.07,22.75,637.72,179.27,124.92,116.09,97.05,55.14,49.08,12,4,5,9,0,0,0
43,1,44,2810,2,58.75,41.25,37,44.4,52.66,39,608.56,322.21,201.56,170.62,205.06,252.77,201.15,4,2,2,6,6,4,0
44,0,44,4001,2,9,9,9.5,14.85,19.24,19.42,224.26,23.15,36.4,41.15,36.77,42.6,68.1,0,0,0,0,0,0,0
45,1,64,276,1,15.5,15.25,18,16.89,21.98,23.75,298.37,19,8.58,39.92,27.38,68.17,72.69,0,0,0,0,4,3,0
46,1,75,3188,2,9,9,9,9,9,9,146.75,9.31,8.22,3.05,0,0,0,1,1,1,0,0,0,0
47,1,52,7157,1,26.75,31,32.25,24.5,14.25,14.25,461.25,106.55,171.43,176.26,99.75,0,0,0,0,0,0,0,0,0
48,1,33,3201,2,9.5,9.25,10.5,12.5,10.59,22.01,174.1,19.57,31.47,16.11,13.38,6.52,69.67,1,0,1,1,1,5,0
49,0,42,3378,2,11.75,20,24.25,66.08,89.33,76.79,787.2,37.17,57.89,65.46,224.85,293.24,254.24,7,8,10,23,22,17,1
50,1,68,879,1,25.25,24.25,14.25,14.5,14.25,14.25,347.23,97.22,97.35,0.41,2.5,0.4,0,0,0,0,0,0,0,0
51,1,24,448,2,33.75,30.25,23.25,21.55,9,31.3,267.1,105.11,99.13,47.5,22.09,0,112.71,10,8,9,6,0,3,0
52,1,72,7577,2,22,23,24.5,19.85,16.37,24.86,329.08,106.98,91.03,87.23,70.21,47.54,105.77,1,0,0,0,1,0,0
53,1,42,3094,2,9,9,17.25,9.5,9.5,13.2,160.95,16.77,14.4,29.47,1.34,6.06,11.48,7,2,3,1,0,2,1
54,1,47,3740,2,9,9,9,25.15,34.02,14.61,195.28,46.77,78.57,79.35,106.97,157.55,44.1,0,0,0,0,0,0,0
55,1,65,6511,2,9,9,9,12.45,14.44,27.5,301.39,0.3,4.24,9.19,9.86,13.27,36.38,1,2,3,3,4,9,0
56,1,56,239,2,40,25,28.75,26.1,23.99,17.57,257.66,195.4,94.53,119.89,94.46,107.23,57.64,0,0,0,0,0,0,1
57,1,36,3978,2,30.5,11,22,18,22.98,15.36,299.59,128.23,33.59,79.03,57.08,80.19,44.07,3,2,2,0,2,0,0
58,1,74,7168,1,16.25,18.5,18.25,23.07,19.5,23.25,345.07,12.16,36.8,21.65,44.04,25.23,57.3,1,1,5,10,5,7,0
59,0,62,4557,2,9,9,9,23.35,14.89,12.67,171.16,0,0,5.57,185.27,49.08,31.97,0,0,0,4,2,2,0
60,1,60,6042,2,9,19.75,11.75,14.25,9.5,18.29,199.79,46.26,71.52,32.56,33.43,2.46,33.47,1,4,3,2,0,4,0
61,1,70,6031,2,9,18.75,13.25,9.25,9.25,10,164,33.27,61.41,35.68,1.44,3.26,7.37,4,4,4,0,0,0,1
62,1,21,329,2,28.25,16,34.75,47,40,13,344,53.08,90.95,83.85,96.18,70.3,0,7,10,10,10,9,0,0
63,0,27,316,2,9,9,9,9,9,9,96.75,0,0,0,0,0,0,0,0,0,0,0,0,1
64,1,32,3272,2,11.5,13.5,9,14.25,9,9,279.5,28.18,5.31,0,11.02,0,0,5,1,0,1,0,0,1
65,1,58,3941,2,9,9,12.5,13.05,13.3,17.15,190,16.67,17.52,27.48,20.13,18.78,40.41,3,0,1,1,1,0,1
66,1,38,2244,2,13,9.5,17.25,18.73,18.5,27.56,353.04,52.01,28.04,46.19,49.22,56.97,91.91,4,1,4,1,3,6,0
67,0,68,2676,2,9,9,9,11.65,11.46,9.97,153.58,0,0,0,8.62,16.78,7.77,0,0,0,3,0,0,0
68,1,38,848,2,29.5,28.5,22.75,26.5,20.68,22.05,309.73,105.47,100.37,80.36,80.88,58.18,65.59,3,2,1,2,3,3,1
69,1,52,2807,1,43.25,43.25,34.5,45.3,39.42,30.75,675.22,262.57,278.85,184.67,270.43,208.3,156.27,0,2,0,0,2,1,0
70,0,55,2584,2,9,9,9,14.8,16.56,20.37,191.98,0,15.08,6.08,48.18,41.08,78.17,0,0,0,1,0,5,1
71,0,36,5952,2,9,9,9,21.8,26.65,20.78,203.48,38.65,27.1,38.27,53.4,106.45,74.65,0,0,0,0,0,0,0
72,1,66,6582,1,51.75,58.25,44.25,40.23,36.43,50.75,960.41,453.1,465.58,345.51,239.68,212.1,331.79,3,3,4,3,3,10,0
73,1,61,3763,2,9,9,9,26.2,31.7,26.33,204.48,6.49,10.68,54.99,81.13,113.83,104.72,0,0,3,3,2,1,0
74,1,43,132,1,129.75,36,34.5,36.46,36.25,40.5,950.96,476.68,181.31,160.88,172.34,184.44,218.37,3,3,3,6,4,6,0
75,0,32,213,2,9,9.25,13,17.5,12.86,17.73,195.34,13.77,15.9,46.98,49.3,25.55,56.71,1,1,4,0,0,0,0
76,1,61,6018,1,61,38,25,25.98,27.17,35.25,653.15,349.49,200.86,53.61,99.41,113.88,196.73,15,10,2,2,2,4,0
77,1,42,189,1,84.25,82.25,96.25,78.5,68.25,82.25,499.19,528.06,528.82,660.93,494.05,396.04,616.92,0,0,0,0,0,0,1
78,1,31,1103,2,14.25,15.5,15.25,37.32,15.1,19.97,324.14,77.94,84.54,60.66,247.48,29.6,99.25,1,1,1,2,0,1,1
79,1,51,3101,1,14.25,14.25,14.25,14.25,14.25,14.25,239.25,0,0,0,0,0,0,0,0,0,0,0,0,0
80,1,39,1379,2,9,9,9,9,9,9.25,147.25,0,0,0,0,0,0,0,0,0,0,0,0,0
81,0,72,6675,2,9.75,23.5,14.25,47.25,34.75,28.2,431.7,102.75,201.38,139.77,237.67,164.95,159.57,3,5,7,10,3,3,0
82,1,28,1927,2,35.5,28.75,31,40.92,26.17,9,458.09,107.12,76.61,111.72,157.27,86.41,0,2,1,1,2,1,0,0
83,1,75,141,2,12.25,14.75,27,16.82,9.25,9.25,250.32,55.68,69.54,126.25,40.22,1.53,2.1,0,0,0,0,0,0,1
84,1,50,6939,1,40.5,33.75,42.5,41.84,35.69,37.75,658.78,179.51,187.5,249.86,170.17,202.07,214.54,1,0,1,1,1,1,0
85,0,34,959,2,13.5,9,9,32.21,32,41.06,534.27,70.33,51.48,111,149.82,115.58,184.47,3,0,1,3,1,2,0
86,0,31,2426,2,13,9,9,9,9,9,200.5,0,0,0,0,0,0,0,0,0,0,0,0,1
87,1,26,1430,1,68.5,46.25,71.25,63.17,46.96,32,1325.63,694.22,409.78,636.77,537.72,461.74,366.1,3,2,3,2,2,0,0
88,1,46,3753,1,14.25,40.75,28.5,88.09,45.78,32.5,560.12,0,50.67,42.07,208.72,88.99,46.16,0,4,9,6,6,7,0
89,1,42,3563,0,305.75,280.25,295,285.5,296.75,196.75,4404.25,2206.65,2154.95,2256.37,2187.78,2481.31,1684.23,17,14,14,23,12,29,0
90,1,39,4704,2,10.75,27,20.5,23.67,13.85,20.07,368.84,60.39,83.16,73.31,77.75,32.82,74.68,0,0,1,1,0,0,0
91,1,35,1340,1,38.5,24.5,19.75,44.75,21.75,30.75,367,162.92,94.05,0,194.03,83.75,141.56,0,0,0,0,0,0,1
92,1,31,722,1,14.25,14.25,18.25,16.33,26.32,22.25,350.9,28.15,47.4,134.98,20.87,13.23,57.9,2,2,3,0,3,5,0
93,1,19,456,2,13.25,27.5,25,28.97,23.44,14.81,442.72,69.19,89.69,79.53,112.68,85.1,29.54,1,0,3,1,3,2,0
94,0,44,1429,2,9,9,9,16.85,28.67,9,978.02,55.2,58.53,60.7,27.92,106.12,0,0,0,0,0,0,0,0
95,0,68,110,2,9,9,9,15.9,16.51,21.98,225.14,0,37.03,39.37,47.45,40.23,70.02,0,2,0,2,1,8,0
96,1,85,6482,2,9,12.5,10.75,30.25,16.75,26.54,199.54,24.65,28.62,10.95,35.57,21.12,67.55,1,2,0,2,1,4,0
97,1,27,809,2,12.25,11.75,15.5,25.63,52.09,30.27,360.24,119.84,46.55,39.88,100.52,193.04,95.67,6,1,1,1,7,4,0
98,1,40,6925,2,90.25,38.5,29.75,25.18,35.33,17.46,676.72,533.35,188.89,130.73,92.8,168.81,56.83,1,1,0,0,3,0,0
99,1,36,378,1,82.5,56.75,76.75,86.5,77,48.25,762.75,502.45,314.28,476.87,574.56,519.62,302.55,0,0,0,0,0,0,0
100,1,41,5089,1,21.75,25.25,18.5,25.57,25.14,25.75,471.46,47.58,61.17,32.99,94.74,91.12,91.01,2,1,1,2,1,1,0
101,1,42,143,2,27,24,24.75,17.7,11.9,11.05,297.9,104.13,84.76,88.99,52.88,17.86,10.49,1,1,1,0,0,0,0
102,1,60,4272,2,32.5,30.75,45.75,38.25,12.75,17.75,479,147.07,133.09,259.21,184.43,0,0,1,1,1,0,0,0,0
103,1,45,1152,1,33.75,37.5,40.75,38.21,37.87,37,637.33,129.14,169.57,207.95,158.53,183.41,168.89,7,8,10,11,7,6,0
104,1,48,2475,1,41.5,37,41.25,35.35,29.2,29.5,669.8,267.45,224.91,270.41,214.26,124.69,148.82,3,1,0,0,1,1,0
105,1,52,618,1,32.75,24.25,26.75,14.25,14.25,14.25,642.75,199.12,83.2,84.78,0,0,0,0,0,0,0,0,0,0
106,1,35,2844,2,24,28,28.25,28.75,33.3,25.5,460.3,87.66,135.53,133.69,131.73,165.55,111.33,1,0,1,0,1,0,0
107,1,35,2039,2,9.5,13.75,23.5,20.52,23,17.38,324.15,81.42,75.06,73.73,85.65,55.57,49.74,2,2,7,0,4,3,0
108,1,47,1502,1,26,24.25,30.5,27,27.25,32.25,468.75,77.46,77.37,105.31,64.12,101.22,101.13,2,4,5,7,4,6,0
109,0,72,5146,1,14.25,16,14.25,19.75,17.25,14.75,285,0,13.38,0,26.92,8.48,9.37,0,0,0,4,3,1,1
110,1,69,6567,2,26,19.25,22.75,22.05,12.25,9,284.3,110.34,87.04,96.46,73.86,20.67,0,0,0,0,0,0,0,0
111,1,37,457,1,14.5,18.75,15,15.14,14.25,14.75,354.14,3.49,40.01,8.46,5.43,0,1.41,0,0,0,0,0,0,1
112,1,26,1468,2,38.5,66.5,50.75,30.85,30.25,35.46,528.31,141.34,283.92,192.06,110.2,81.26,121.21,5,8,7,5,9,7,0
113,1,39,475,2,9.25,22.75,26.25,28.3,48.45,33.22,262.97,49.14,81.09,87.01,92.42,158.02,102.14,2,4,4,6,6,6,0
114,0,72,10150,2,9,9,9,18.2,13.44,14.73,211.87,27.97,44.2,39.13,46.35,25.17,28.65,0,0,1,1,2,0,0
115,1,40,2921,2,26.25,25.75,28,16.07,9,9,334.07,121.34,99.11,123.89,44.03,0,0,0,0,0,0,0,0,0
116,1,82,6241,2,9.25,10.5,9.75,12.55,13.4,14.34,167.54,51.09,43.09,24.78,27.82,27.8,43.98,0,0,0,0,0,0,0
117,1,52,1947,2,28.5,15.25,17.75,19.65,34.2,29.22,364.32,108.61,59.29,62.56,49.4,130.62,99.1,4,4,3,6,9,6,0
118,1,42,687,1,45.5,35,45.5,36.34,43.54,50,792.63,301.54,176.22,294.94,196.98,244.95,364.84,1,3,3,4,3,3,0
119,0,42,3098,2,9,14,9,21.95,9,9,169.45,3.27,9.07,1.35,49.73,0,0,2,1,1,2,0,0,1
120,1,53,1766,1,60.25,62.75,59.5,73.14,102.14,87.5,1206.53,255.31,286.38,270.19,298.94,344.44,346.07,8,10,7,19,44,44,0
121,0,52,6491,1,15.25,19,29,23.34,23.66,14.25,400.25,29.63,73.55,122.02,64.3,29.15,0,7,6,11,5,4,0,1
122,1,44,590,2,14.5,14.5,16,15.45,14.2,14.72,259.62,104.36,59.12,42.43,33.28,21.05,28.33,3,1,3,3,1,3,0
123,1,74,2585,1,39,27,43.75,37.7,32.7,20,645.9,264.79,131.78,326.68,235.24,200.34,57.81,1,0,1,0,0,2,0
124,1,45,2566,1,29,29.25,26.5,31.79,14.25,36.5,586,136.25,149.36,143.25,176.69,121.82,265.05,0,1,0,0,1,0,0
125,1,36,3390,2,28.25,23.75,30.75,20,23.23,13.11,383.34,95.74,71.07,95.92,56.19,83.4,16.33,3,2,3,0,0,1,0
126,1,59,5454,2,9,10.75,11.25,19.75,11.5,9,416.75,29.73,26.83,129.1,71.35,8.7,0,4,6,4,3,3,0,1
127,1,55,377,1,18.5,24,20.25,20.75,21,22.75,457,24.56,72.69,40.41,50.67,69.55,71.22,0,2,3,2,0,2,1
128,0,37,128,2,14.5,36.75,38.25,25.95,12.75,10.2,402.65,42.12,216.34,198.75,100.77,20.76,13.52,1,1,3,2,1,1,0
129,0,37,3175,2,9.25,9,9,13.9,15.69,18.84,216.18,21.15,12.65,10.47,5.75,18.27,16.73,8,3,3,3,6,6,0
130,1,85,3600,2,69.75,48.5,50.25,39.5,29,36.5,1006.5,291.37,189.49,191.02,141.66,103.16,156.59,2,2,1,1,1,2,0
131,1,47,6138,1,42.25,38,43.25,50.48,50.63,41,741.36,162.6,145.81,193.44,180.09,234.89,194.11,5,4,8,10,8,5,0
132,1,41,2236,1,37,40.75,41,36.98,35.3,38.5,730.78,220.38,247.25,267.35,190.48,187,270.83,1,3,5,3,2,1,0
133,1,66,4913,2,11.5,10.5,30.75,22,10,10.61,233.11,69.06,46.43,144.01,85.93,5.79,10.2,0,0,0,1,0,1,0
134,1,50,2823,1,76,52.5,68,87.61,16.73,21.5,964.09,712.69,365.96,554.05,837.82,18.23,26.96,1,0,0,0,0,0,0
135,1,41,2893,2,9,9,9,10,9,9,147.75,22.34,9.84,4.75,0,0,0,2,0,0,0,0,0,1
136,1,43,5718,2,9.25,23.75,21.25,21.35,17.74,18,258.09,47.43,32.48,82.67,70.32,63.35,60.13,0,0,0,0,0,0,1
137,0,73,7501,2,9,12.75,9,9,9,9,155,0,0,0,0,0,0,0,0,0,0,0,0,1
138,0,65,1169,1,20.5,17.75,20,21.59,25.12,22.75,421.96,71.68,118.93,121.25,81.72,93.88,75.28,2,1,2,3,1,3,0
139,0,43,2799,2,9,9.25,9.25,49.25,48.43,19.42,381.1,24.05,85.67,69.05,151.68,93.28,42.5,0,1,1,3,4,3,0
140,1,59,401,1,40,38.75,33.25,41.16,59.32,55.5,647.73,245.63,218.56,178.32,233.37,418.62,386.03,2,0,0,4,2,5,0
141,1,45,2228,2,39.5,28.5,35,16.25,16.92,33.25,472.17,230.33,172.27,160.9,48.62,87.82,202.68,0,0,0,0,0,0,1
142,0,62,7214,2,9,9,9,13.65,13.9,22.32,200.87,23.23,20.42,2.9,37.15,27.72,56.98,3,1,1,1,5,11,1
143,0,35,488,2,9,9,21,31.75,32.3,18.24,266.04,30.45,50.75,118.17,111,116.68,74.5,3,1,11,3,6,1,1
144,1,37,486,1,33.75,32.5,33.25,38.05,27.75,23.5,508.8,130.81,102.43,126.73,151.27,91.11,39.1,4,5,6,5,4,4,0
145,1,53,4701,2,9.5,9,10.5,12,14.25,15.48,170.73,16.51,29.38,19.58,14.37,25.37,45.21,0,0,0,0,2,0,1
146,1,55,4826,1,22,22.5,21.25,20.57,21.25,20.75,372.82,66.27,64.69,74.12,44.01,57.08,59.02,1,1,1,1,3,2,0
147,1,30,702,2,26.25,26.5,22.25,22.7,20.59,20.62,340.16,112.3,122.33,80.59,78.93,72.94,79.6,0,0,0,0,0,0,0
148,1,66,1172,2,67.75,19.5,57.25,55.78,25.4,24.82,924.75,261.96,38.89,329.62,290.62,67.21,73.02,11,0,5,0,0,0,0
149,1,25,2419,1,27.25,27.5,20.5,19.46,26.69,31.5,287.65,92.11,79.57,69.21,43.85,108.95,181.37,2,3,0,1,2,3,1
150,1,34,196,1,67,51.25,33.5,63,91.52,68,394.02,378.66,237.58,128.02,296.39,452.81,286.49,23,17,7,24,40,30,0
151,0,42,179,1,32,21.5,28,52.34,34,23.25,191.09,47.68,45.28,47.52,217.32,141.4,73.58,6,6,7,5,3,3,1
152,0,30,2777,2,10,9,10,13.8,11.35,9,164.15,0,76.38,81.7,17.18,3.37,0,0,0,0,0,0,0,0
153,1,67,5072,1,128.75,106,97.75,64.27,16.06,29.25,1370.83,1089.71,885.43,755.75,465.83,13.87,151.4,4,6,5,4,1,3,0
154,1,50,3900,1,31.75,23.5,23.5,25.29,24.23,27.25,473.27,133.88,70.52,84,120.78,88.4,96.35,2,1,1,0,0,0,0
155,1,44,1947,1,49.75,30,82.5,61.43,84.84,62.5,1063.77,321.17,107.64,549.92,368.95,710.11,398.99,5,6,8,16,13,9,1
156,1,31,1998,0,108,113.75,108.25,101.25,96.75,84.25,1659.75,523.12,584.66,555.94,529.34,525.01,455.74,7,7,8,4,5,7,0
157,1,50,5224,2,26.5,18.5,26.5,35.9,44.73,31.26,351.89,97.91,66.06,106.52,144.35,175.73,154.71,8,4,8,7,11,6,1
158,1,66,1347,2,33,36.25,23.5,18.5,10,10,284.75,85.4,83.6,51.9,28.03,3.22,5.06,5,5,4,1,0,0,0
159,1,33,1261,1,18,18.25,17.5,17,18,18.5,312.25,27.86,26.35,19.57,20.68,25.26,37.23,0,0,0,0,0,0,1
160,1,39,181,2,31.5,50.5,26.25,57,39.73,35.59,548.07,107.64,231.61,98.58,295.25,175.39,173.21,4,3,3,4,3,3,0
161,1,21,693,2,9,9,17.5,33.47,28.25,65.6,534.57,44.58,40.8,73.46,165.65,126.1,274.09,0,2,1,0,0,8,1
162,1,75,5673,1,62.25,57.25,82.5,59.83,66.73,38.25,1271.56,330.74,355.78,491.34,250.94,333.46,169,15,13,19,14,14,12,0
163,1,37,328,2,9.25,9,20.75,18.6,23,17.69,219.79,34.51,0,70.49,48.97,69.55,56.34,0,0,0,0,1,0,0
164,1,74,12,2,36.5,37.5,22.75,15.5,19,9,309.75,58.95,46.73,38.03,15.82,12.96,0,3,2,3,3,2,0,1
165,1,68,1407,1,30.75,34,40.75,26.5,44.25,37.5,713.75,94.38,106.07,139.15,51.63,111.94,169.43,11,16,23,12,20,18,0
166,1,54,5593,2,9.25,9.5,10.25,14.25,14.35,12.15,173.25,31.96,13.27,30.59,23.76,28.81,18.74,0,0,0,0,0,0,0
167,1,34,529,2,48.25,30.5,31.5,34.95,35.35,28.56,457.61,196.27,111.2,111.56,123.24,131.39,97.17,1,0,0,0,0,0,0
168,1,64,6594,1,48.25,14.25,35.5,36,34.25,48.25,494.5,156.6,34.47,134.38,103.79,114.18,176.53,10,2,5,13,6,3,0
169,1,54,4525,1,34.75,31.25,35.75,35.37,30.19,53.5,706.56,141.44,171.26,172.9,162.57,99.48,197.82,1,5,3,3,1,7,0
170,0,36,2583,2,32.75,9.75,16.25,24,9,9,259.25,65.97,33.37,59.37,42.83,0,0,10,10,11,6,0,0,1
171,1,58,160,2,9,9,9,17.7,12.69,12.32,165.46,23.2,17.62,55.92,46.27,17.05,14.15,1,2,1,3,3,2,0
172,0,49,927,2,9,11.25,23.25,42.75,46.14,49.59,534.73,17.9,5.12,22.45,51.28,96.32,86.58,0,0,0,0,0,0,0
173,1,53,7407,2,10,9,10.75,22.15,15.4,11.75,198.3,114.77,34.11,46.46,79,52.52,24.33,0,0,0,1,0,0,0
174,1,45,7553,1,49,44.75,55.75,59.25,53.07,54.25,907.82,123.04,104.04,166.27,170.2,161.61,176.16,7,10,8,5,9,7,0
175,1,73,380,2,9,13.25,20.75,9,9,17.8,142.55,49.56,55,59.64,0,0,42.99,0,1,2,0,0,2,0
176,1,44,2634,2,36.25,19.75,25.5,15.87,12,10.01,286.88,154.73,75.64,97.48,36.21,10.71,5.53,0,0,0,1,0,0,0
177,1,47,7748,2,9,9,9,9,9,9,147,0,0,0,0,0,0,0,0,0,0,0,0,1
178,1,62,6869,2,9,9,12.5,17.25,14.5,9,168.5,52.38,29.94,37.26,52.2,36.77,0,0,0,0,0,0,0,1
179,1,50,5236,2,28.75,22.75,14,19,34.35,24.89,269.99,82.54,54.2,28.25,38.85,93.1,55.04,4,5,3,4,12,6,0
180,1,73,6419,1,21.25,20.25,19.5,19.25,17.23,18.5,322.98,57.02,43.83,47.01,35.41,30.77,46.67,1,1,0,4,0,0,0
181,1,36,2690,1,30,35,44,49.4,49.55,28.25,710.7,149.43,221.24,259.01,344.7,333.06,114.35,2,2,6,9,10,9,0
182,1,34,7065,1,68.5,71,76.5,68.75,57.25,65.25,943.25,324.03,301.48,286.8,258.43,232.8,261.27,27,34,37,35,27,29,0
183,1,44,3927,2,9,9,9,16.2,16.14,10.83,164.42,15.73,31.55,26.4,38.53,37.05,16.12,1,0,3,2,1,0,0
184,1,50,3087,2,9,12,12.75,25.5,13.6,21.66,247.26,14.29,22.3,28.35,46.8,16.23,35.13,3,10,3,6,4,5,0
185,1,58,3333,1,52.25,35.5,39.75,48.07,55.55,28.75,624.87,350.53,194.3,253.5,315.25,395.91,136.95,0,0,0,0,0,0,0
186,1,47,168,2,30.25,62.5,60,49.45,35.25,201.2,438.65,41.07,191.6,176.49,88.83,31.91,145.25,8,12,14,8,7,10,0
187,1,51,1822,2,14.75,25,10.5,28.5,22.1,21.99,415.59,44.3,34.45,118.37,104.27,60.15,66.43,0,0,0,0,0,0,1
188,1,44,1943,2,21.5,34.5,17.75,36.4,39.48,43.29,443.92,113.71,143.57,73.43,166.85,156.58,225.42,0,2,2,1,2,1,0
189,0,49,490,1,14.25,14.25,14.25,14.25,14.25,14.25,208.75,0,0,0,0,0,0,0,0,0,0,0,0,0
190,1,49,4602,2,9,9,9,9,9,9,146.95,0,0,0,0,1.35,0,0,0,0,0,0,0,1
191,1,26,44,2,9,9,9,9,13.1,13.32,26.42,0,0,0,0,5.88,23.02,0,0,0,0,0,1,1
